id,function_name,call_data_time,execution_time,username_clicker
409,load_data,Mon Apr 29 14:05:36 2024,0.000997304916381836,a.ri
410,sort_button_clicked,Mon Apr 29 14:05:36 2024,0.003989696502685547,a.ri
411,load_data,Mon Apr 29 14:05:38 2024,0.0019905567169189453,a.ri
412,sort_button_clicked,Mon Apr 29 14:05:38 2024,0.007974386215209961,a.ri
413,back_to_home_page_button_clicked,Mon Apr 29 14:05:40 2024,0.0009918212890625,a.ri
414,log_button_clicked,Mon Apr 29 14:05:41 2024,0.004987001419067383,a.ri
415,back_to_home_page_button_clicked,Mon Apr 29 14:05:59 2024,0.000982522964477539,a.ri
416,set_current_user_for_profile_frame,Mon Apr 29 14:06:03 2024,0.0009975433349609375,a.ri
417,profile_button_clicked,Mon Apr 29 14:06:03 2024,0.00797891616821289,a.ri
418,edit_information_button_clicked,Mon Apr 29 14:06:26 2024,0.0009965896606445312,a.ri
419,back_to_home_page_button_clicked,Mon Apr 29 14:06:34 2024,0.0,a.ri
420,set_current_user_for_profile_frame,Mon Apr 29 14:06:35 2024,0.0009975433349609375,a.ri
421,profile_button_clicked,Mon Apr 29 14:06:35 2024,0.006979942321777344,a.ri
422,back_to_home_page_button_clicked,Mon Apr 29 14:06:50 2024,0.0009899139404296875,a.ri
423,load_data,Mon Apr 29 14:06:51 2024,0.001994609832763672,a.ri
424,show_user,Mon Apr 29 14:06:51 2024,0.007974386215209961,a.ri
425,back_to_home_page_button_clicked,Mon Apr 29 14:06:55 2024,0.0009958744049072266,a.ri
426,edit_information_button_clicked,Mon Apr 29 14:06:56 2024,0.0009963512420654297,a.ri
427,back_to_home_page_button_clicked,Mon Apr 29 14:06:58 2024,0.0,a.ri
428,logout_button_clicked,Mon Apr 29 14:06:59 2024,0.0,a.ri
429,singing_button_clicked,Mon Apr 29 14:07:00 2024,0.0009980201721191406,a.ri
430,back_to_login_page_button_clicked,Mon Apr 29 14:07:07 2024,0.0009918212890625,a.ri
431,set_current_user,Mon Apr 29 14:07:13 2024,0.0,a.ri
432,login_button_clicked,Mon Apr 29 14:07:13 2024,0.009974002838134766,a.ri
433,load_data,Mon Apr 29 14:07:14 2024,0.001994609832763672,a.ri
434,show_user,Mon Apr 29 14:07:14 2024,0.008975505828857422,a.ri
435,set_current_user,Mon Apr 29 14:09:42 2024,0.0009987354278564453,a.ri
436,login_button_clicked,Mon Apr 29 14:09:42 2024,0.011964797973632812,a.ri
437,set_current_user_for_profile_frame,Mon Apr 29 14:09:43 2024,0.000997304916381836,a.ri
438,profile_button_clicked,Mon Apr 29 14:09:43 2024,0.006983041763305664,a.ri
439,back_to_home_page_button_clicked,Mon Apr 29 14:09:44 2024,0.0009927749633789062,a.ri
440,edit_information_button_clicked,Mon Apr 29 14:09:46 2024,0.0009953975677490234,a.ri
441,set_current_user,Mon Apr 29 14:50:51 2024,0.0009965896606445312,a.ri
442,login_button_clicked,Mon Apr 29 14:50:51 2024,0.00996851921081543,a.ri
443,load_data,Mon Apr 29 14:50:51 2024,0.0029916763305664062,a.ri
444,show_user,Mon Apr 29 14:50:51 2024,0.008975744247436523,a.ri
445,set_current_user,Mon Apr 29 14:51:18 2024,0.0009975433349609375,a.ri
446,login_button_clicked,Mon Apr 29 14:51:18 2024,0.012958049774169922,a.ri
447,load_data,Mon Apr 29 14:51:19 2024,0.0029916763305664062,a.ri
448,show_user,Mon Apr 29 14:51:19 2024,0.007978439331054688,a.ri
449,set_current_user,Mon Apr 29 14:53:04 2024,0.0009975433349609375,a.ri
450,login_button_clicked,Mon Apr 29 14:53:04 2024,0.01295924186706543,a.ri
451,load_data,Mon Apr 29 14:53:04 2024,0.002992391586303711,a.ri
452,show_user,Mon Apr 29 14:53:04 2024,0.007978200912475586,a.ri
453,set_current_user,Mon Apr 29 14:54:05 2024,0.000997304916381836,a.ri
454,login_button_clicked,Mon Apr 29 14:54:05 2024,0.01296544075012207,a.ri
455,load_data,Mon Apr 29 14:54:05 2024,0.0029938220977783203,a.ri
456,show_user,Mon Apr 29 14:54:05 2024,0.00897526741027832,a.ri
457,set_current_user,Mon Apr 29 15:06:30 2024,0.000997781753540039,a.ri
458,login_button_clicked,Mon Apr 29 15:06:30 2024,0.011964082717895508,a.ri
459,load_data,Mon Apr 29 15:06:30 2024,0.0019943714141845703,a.ri
460,show_user,Mon Apr 29 15:06:30 2024,0.008960723876953125,a.ri
461,set_current_user,Mon Apr 29 15:16:11 2024,0.000989675521850586,a.ri
462,login_button_clicked,Mon Apr 29 15:16:11 2024,0.010684013366699219,a.ri
463,load_data,Mon Apr 29 15:16:11 2024,0.0019953250885009766,a.ri
464,show_user,Mon Apr 29 15:16:11 2024,0.0059833526611328125,a.ri
465,set_current_user,Mon Apr 29 15:17:16 2024,0.0009975433349609375,a.ri
466,login_button_clicked,Mon Apr 29 15:17:16 2024,0.012961864471435547,a.ri
467,load_data,Mon Apr 29 15:17:17 2024,0.002993345260620117,a.ri
468,show_user,Mon Apr 29 15:17:17 2024,0.008977651596069336,a.ri
